experiment,benchmark,compiler,1q_gates,Algorithm,Backend,Circuit_Depth,Compiler,Entropy_Delta,Execution_ID,HOP,Hellinger_distance,Hellinger_fidelity,JSD,Job_ID,KL_Divergence,PROM_2Q_Gates,PROM_Depth,PROM_Entropy,PROM_HOP,PROM_KL_Div,PROM_XEB,Qubits,Renyi2_entropy,SABRE_2Q_Gates,SABRE_Depth,SABRE_Entropy,SABRE_HOP,SABRE_KL_Div,SABRE_XEB,Shannon_Entropy,Shannon_entropy,TVD,abstract_2q_operations,algorithmic_success,algorithmic_success_margin_95,bootstrap_uncertainty,compile_time_sec,depth,execution_index,final_native_2q_operations,gate_count,heavy_output_probability,logical_1q_gates,logical_abstract_2q_gates,logical_depth,logical_gate_count,min_entropy,native_2q_operations,one_qubit_depth,routing_induced_2q_overhead,routing_induced_swaps,scheduled_duration_dt,semantic_fidelity,status,total_2q_expansion,two_qubit_depth
03-micro-gradient-scaling,CrossEnt_3,TKET,7.0,,,,,,,,0.094122,0.98236,0.012756,,,,,,,,,,2.903051,,,,,,,,2.949392,0.1284,4.0,,,"{'Hellinger_fidelity_std': 0.001319, 'TVD_std': 0.004839, 'JSD_std': 0.000956}",0.556512,43.0,47.0,6.0,11.0,"{'value': 0, 'status': 'VALID'}",6.0,3.0,6.0,9.0,2.548776,,4.0,1.0,,,,COMPILED_UNVERIFIED,2.0,6.0
03-micro-gradient-scaling,GHZ_4,SABRE_O3,18.0,,,,,,,,0.198426,0.922805,0.039803,,,,,,,,,,1.224903,,,,,,,,1.537152,0.0768,3.0,0.9232,0.005219,"{'Hellinger_fidelity_std': 0.002613, 'TVD_std': 0.002607, 'JSD_std': 0.001387}",0.008842,13.0,48.0,3.0,21.0,"{'value': 0, 'status': 'VALID'}",1.0,3.0,5.0,4.0,1.056791,,9.0,0.0,,,,COMPILED_UNVERIFIED,1.0,3.0
03-micro-gradient-scaling,CrossEnt_5,TKET,12.0,,,,,,,,0.133708,0.964564,0.025677,,,,,,,,,,4.816538,,,,,,,,4.899435,0.1778,10.0,,,"{'Hellinger_fidelity_std': 0.00187, 'TVD_std': 0.004702, 'JSD_std': 0.00136}",0.67404,64.0,49.0,16.0,22.0,"{'value': 0, 'status': 'VALID'}",10.0,7.0,8.0,17.0,4.408129,,4.0,3.0,,,,COMPILED_UNVERIFIED,2.285714,14.0
03-micro-gradient-scaling,GHZ_6,PROMETHEUS,35.0,,,,,,,,0.183781,0.93359,0.034074,,,,,,,,,,1.195362,,,,,,,,1.559578,0.0662,5.0,0.9338,0.004873,"{'Hellinger_fidelity_std': 0.002539, 'TVD_std': 0.002534, 'JSD_std': 0.001336}",1.74037,26.0,50.0,5.0,40.0,"{'value': 0, 'status': 'VALID'}",1.0,5.0,7.0,6.0,1.056191,,20.0,0.0,,,,COMPILED_UNVERIFIED,1.0,5.0
03-micro-gradient-scaling,GHZ_6,TKET,1.0,,,,,,,,0.238267,0.88968,0.057598,,,,,,,,,,1.328452,,,,,,,,1.823399,0.1098,5.0,0.8902,0.006128,"{'Hellinger_fidelity_std': 0.002915, 'TVD_std': 0.002896, 'JSD_std': 0.001591}",0.489876,26.0,51.0,5.0,6.0,"{'value': 0, 'status': 'VALID'}",1.0,5.0,7.0,6.0,1.099742,,1.0,0.0,,,,COMPILED_UNVERIFIED,1.0,5.0
03-micro-gradient-scaling,CrossEnt_8,TKET,21.0,,,,,,,,0.079574,0.987376,0.009104,,,,,,,,,,7.929921,,,,,,,,7.963899,0.088287,22.0,,,"{'Hellinger_fidelity_std': 0.001284, 'TVD_std': 0.003996, 'JSD_std': 0.000924}",0.810648,87.0,52.0,28.0,43.0,"{'value': 0, 'status': 'VALID'}",16.0,13.0,11.0,29.0,7.265345,,6.0,9.0,,,,COMPILED_UNVERIFIED,2.153846,15.0
03-micro-gradient-scaling,CrossEnt_9,PROMETHEUS,258.0,,,,,,,,0.139358,0.961536,0.027759,,,,,,,,,,8.785344,,,,,,,,8.888689,0.158231,54.0,,,"{'Hellinger_fidelity_std': 0.002205, 'TVD_std': 0.004293, 'JSD_std': 0.00158}",0.053088,138.0,53.0,54.0,312.0,"{'value': 0, 'status': 'VALID'}",18.0,15.0,12.0,33.0,7.76415,,91.0,39.0,,,,COMPILED_UNVERIFIED,3.6,48.0
03-micro-gradient-scaling,QFT_6_NONTRIVIAL,PROMETHEUS,666.0,,,,,,,,0.08118,0.986863,0.009485,,,,,,,,,,5.926062,,,,,,,,5.962179,0.0957,120.0,,,"{'Hellinger_fidelity_std': 0.001156, 'TVD_std': 0.004481, 'JSD_std': 0.000835}",1.196015,452.0,54.0,120.0,786.0,"{'value': 0.478, 'status': 'VALID'}",9.0,18.0,14.0,27.0,5.411195,,349.0,102.0,,,,COMPILED_UNVERIFIED,6.666667,111.0
03-micro-gradient-scaling,GHZ_6,SABRE_O3,28.0,,,,,,,,0.212909,0.911394,0.045963,,,,,,,,,,1.257849,,,,,,,,1.688403,0.0878,5.0,0.9122,0.005547,"{'Hellinger_fidelity_std': 0.002901, 'TVD_std': 0.002891, 'JSD_std': 0.001556}",0.008022,19.0,55.0,5.0,33.0,"{'value': 0, 'status': 'VALID'}",1.0,5.0,7.0,6.0,1.049308,,13.0,0.0,,,,COMPILED_UNVERIFIED,1.0,5.0
03-micro-gradient-scaling,CrossEnt_10,SABRE_O3,140.0,,,,,,,,0.135931,0.963387,0.026358,,,,,,,,,,9.806904,,,,,,,,9.896497,0.150895,38.0,,,"{'Hellinger_fidelity_std': 0.002548, 'TVD_std': 0.00379, 'JSD_std': 0.001701}",0.008053,67.0,56.0,38.0,178.0,"{'value': 0, 'status': 'VALID'}",20.0,17.0,13.0,37.0,8.643856,,42.0,21.0,,,,COMPILED_UNVERIFIED,2.235294,24.0
03-micro-gradient-scaling,QFT_9_NONTRIVIAL,PROMETHEUS,1644.0,,,,,,,,0.155837,0.95202,0.034594,,,,,,,,,,8.739892,,,,,,,,8.862209,0.177084,354.0,,,"{'Hellinger_fidelity_std': 0.002482, 'TVD_std': 0.004172, 'JSD_std': 0.001744}",2.476574,1142.0,57.0,354.0,1998.0,"{'value': 0.3097, 'status': 'VALID'}",12.0,40.0,20.0,52.0,7.70275,,841.0,314.0,,,,COMPILED_UNVERIFIED,8.85,310.0
03-micro-gradient-scaling,CrossEnt_7,PROMETHEUS,190.0,,,,,,,,0.099945,0.980122,0.014347,,,,,,,,,,6.884111,,,,,,,,6.941986,0.114612,38.0,,,"{'Hellinger_fidelity_std': 0.001513, 'TVD_std': 0.00448, 'JSD_std': 0.001092}",1.300076,102.0,58.0,38.0,228.0,"{'value': 0, 'status': 'VALID'}",14.0,11.0,10.0,25.0,6.107803,,69.0,27.0,,,,COMPILED_UNVERIFIED,3.454545,34.0
03-micro-gradient-scaling,GHZ_8,PROMETHEUS,47.0,,,,,,,,0.208431,0.915001,0.043927,,,,,,,,,,1.252348,,,,,,,,1.742341,0.0847,7.0,0.9153,0.005457,"{'Hellinger_fidelity_std': 0.002885, 'TVD_std': 0.00287, 'JSD_std': 0.001542}",0.918852,34.0,59.0,7.0,54.0,"{'value': 0, 'status': 'VALID'}",1.0,7.0,9.0,8.0,1.076432,,26.0,0.0,,,,COMPILED_UNVERIFIED,1.0,7.0
03-micro-gradient-scaling,GHZ_10,PROMETHEUS,59.0,,,,,,,,0.268075,0.861436,0.073042,,,,,,,,,,1.425072,,,,,,,,2.149457,0.1384,9.0,0.8616,0.006768,"{'Hellinger_fidelity_std': 0.003494, 'TVD_std': 0.003498, 'JSD_std': 0.001942}",1.316569,42.0,60.0,9.0,68.0,"{'value': 0, 'status': 'VALID'}",1.0,9.0,11.0,10.0,1.175599,,32.0,0.0,,,,COMPILED_UNVERIFIED,1.0,9.0
03-micro-gradient-scaling,CrossEnt_10,PROMETHEUS,292.0,,,,,,,,0.155084,0.952477,0.034206,,,,,,,,,,9.735409,,,,,,,,9.862898,0.17058,62.0,,,"{'Hellinger_fidelity_std': 0.002614, 'TVD_std': 0.003693, 'JSD_std': 0.001722}",0.058197,156.0,61.0,62.0,354.0,"{'value': 0, 'status': 'VALID'}",20.0,17.0,13.0,37.0,7.965784,,102.0,45.0,,,,COMPILED_UNVERIFIED,3.647059,55.0
03-micro-gradient-scaling,QAOA_6_MAXCUT,PROMETHEUS,297.0,,,,,,,,0.12539,0.968802,0.022516,,,,,,,,,,4.924878,,,,,,,,5.462074,0.145209,60.0,,,"{'Hellinger_fidelity_std': 0.001756, 'TVD_std': 0.004618, 'JSD_std': 0.001269}",0.056783,167.0,62.0,60.0,357.0,"{'value': 0.7801, 'status': 'VALID'}",12.0,9.0,9.0,21.0,3.57175,,128.0,51.0,,,,COMPILED_UNVERIFIED,6.666667,45.0
03-micro-gradient-scaling,QFT_7_NONTRIVIAL,PROMETHEUS,899.0,,,,,,,,0.115733,0.973391,0.019224,,,,,,,,,,6.851354,,,,,,,,6.923147,0.137325,165.0,,,"{'Hellinger_fidelity_std': 0.001651, 'TVD_std': 0.004466, 'JSD_std': 0.001193}",2.323678,605.0,63.0,165.0,1064.0,"{'value': 0.3722, 'status': 'VALID'}",10.0,24.0,16.0,34.0,6.107803,,466.0,141.0,,,,COMPILED_UNVERIFIED,6.875,147.0
03-micro-gradient-scaling,GHZ_5,TKET,1.0,,,,,,,,0.218555,0.906749,0.048415,,,,,,,,,,1.272241,,,,,,,,1.662792,0.0926,4.0,0.9074,0.005681,"{'Hellinger_fidelity_std': 0.003, 'TVD_std': 0.002983, 'JSD_std': 0.001615}",0.473768,22.0,64.0,4.0,5.0,"{'value': 0, 'status': 'VALID'}",1.0,4.0,6.0,5.0,1.064917,,1.0,0.0,,,,COMPILED_UNVERIFIED,1.0,4.0
03-micro-gradient-scaling,QFT_10_NONTRIVIAL,TKET,101.0,,,,,,,,0.13877,0.961857,0.027423,,,,,,,,,,9.798709,,,,,,,,9.892293,0.150666,135.0,,,"{'Hellinger_fidelity_std': 0.002713, 'TVD_std': 0.003819, 'JSD_std': 0.00177}",1.865311,474.0,65.0,225.0,236.0,"{'value': 0.3313, 'status': 'VALID'}",13.0,50.0,22.0,63.0,8.429731,,35.0,85.0,,,,COMPILED_UNVERIFIED,4.5,81.0
03-micro-gradient-scaling,GHZ_7,PROMETHEUS,41.0,,,,,,,,0.199828,0.921732,0.040321,,,,,,,,,,1.232411,,,,,,,,1.668973,0.0781,6.0,0.9219,0.005259,"{'Hellinger_fidelity_std': 0.002675, 'TVD_std': 0.002667, 'JSD_std': 0.00142}",1.955093,30.0,66.0,6.0,47.0,"{'value': 0, 'status': 'VALID'}",1.0,6.0,8.0,7.0,1.078868,,23.0,0.0,,,,COMPILED_UNVERIFIED,1.0,6.0
03-micro-gradient-scaling,GHZ_9,SABRE_O3,43.0,,,,,,,,0.230083,0.896926,0.053772,,,,,,,,,,1.303105,,,,,,,,1.901044,0.1021,8.0,0.8979,0.005934,"{'Hellinger_fidelity_std': 0.00304, 'TVD_std': 0.003045, 'JSD_std': 0.001647}",0.008566,28.0,67.0,8.0,51.0,"{'value': 0, 'status': 'VALID'}",1.0,8.0,10.0,9.0,1.063409,,19.0,0.0,,,,COMPILED_UNVERIFIED,1.0,8.0
03-micro-gradient-scaling,GHZ_4,PROMETHEUS,23.0,,,,,,,,0.143607,0.95918,0.020744,,,,,,,,,,1.118351,,,,,,,,1.325317,0.0407,3.0,0.9593,0.003873,"{'Hellinger_fidelity_std': 0.001923, 'TVD_std': 0.001912, 'JSD_std': 0.000993}",1.171692,18.0,68.0,3.0,26.0,"{'value': 0, 'status': 'VALID'}",1.0,3.0,5.0,4.0,1.027969,,14.0,0.0,,,,COMPILED_UNVERIFIED,1.0,3.0
03-micro-gradient-scaling,CrossEnt_4,TKET,9.0,,,,,,,,0.028852,0.998336,0.001201,,,,,,,,,,3.990511,,,,,,,,3.995214,0.0327,6.0,,,"{'Hellinger_fidelity_std': 0.000411, 'TVD_std': 0.004204, 'JSD_std': 0.000297}",0.596408,41.0,69.0,8.0,15.0,"{'value': 0, 'status': 'VALID'}",8.0,5.0,7.0,13.0,3.809954,,3.0,1.0,,,,COMPILED_UNVERIFIED,1.6,7.0
03-micro-gradient-scaling,QAOA_5_MAXCUT,TKET,18.0,,,,,,,,0.320623,0.80497,0.113307,,,,,,,,,,4.667701,,,,,,,,4.839726,0.233677,20.0,,,"{'Hellinger_fidelity_std': 0.004071, 'TVD_std': 0.004594, 'JSD_std': 0.002541}",0.699267,157.0,70.0,32.0,38.0,"{'value': 0.661, 'status': 'VALID'}",10.0,7.0,8.0,17.0,3.631288,,10.0,13.0,,,,COMPILED_UNVERIFIED,4.571429,27.0
03-micro-gradient-scaling,QAOA_6_MAXCUT,SABRE_O3,100.0,,,,,,,,0.319647,0.806091,0.143012,,,,,,,,,,5.003288,,,,,,,,5.482206,0.398886,28.0,,,"{'Hellinger_fidelity_std': 0.003911, 'TVD_std': 0.004583, 'JSD_std': 0.002955}",0.008774,73.0,71.0,28.0,128.0,"{'value': 0.6904, 'status': 'VALID'}",12.0,9.0,9.0,21.0,3.811979,,50.0,19.0,,,,COMPILED_UNVERIFIED,3.111111,22.0
03-micro-gradient-scaling,QAOA_4_MAXCUT,PROMETHEUS,172.0,,,,,,,,0.18267,0.934377,0.034387,,,,,,,,,,2.79793,,,,,,,,3.277915,0.076339,27.0,,,"{'Hellinger_fidelity_std': 0.002584, 'TVD_std': 0.003818, 'JSD_std': 0.001381}",0.055065,119.0,72.0,27.0,199.0,"{'value': 0.8334, 'status': 'VALID'}",8.0,6.0,7.0,14.0,2.017417,,95.0,21.0,,,,COMPILED_UNVERIFIED,4.5,26.0
03-micro-gradient-scaling,CrossEnt_9,SABRE_O3,119.0,,,,,,,,0.095783,0.981735,0.013182,,,,,,,,,,8.897416,,,,,,,,8.947403,0.109775,33.0,,,"{'Hellinger_fidelity_std': 0.001596, 'TVD_std': 0.003904, 'JSD_std': 0.001147}",0.007954,58.0,73.0,33.0,152.0,"{'value': 0, 'status': 'VALID'}",18.0,15.0,12.0,33.0,8.158429,,38.0,18.0,,,,COMPILED_UNVERIFIED,2.2,20.0
03-micro-gradient-scaling,QAOA_8_MAXCUT,SABRE_O3,174.0,,,,,,,,0.161623,0.948439,0.037142,,,,,,,,,,7.381976,,,,,,,,7.685279,0.176142,50.0,,,"{'Hellinger_fidelity_std': 0.002334, 'TVD_std': 0.004479, 'JSD_std': 0.001684}",0.008092,111.0,74.0,50.0,224.0,"{'value': 0.6928, 'status': 'VALID'}",16.0,12.0,11.0,28.0,5.461164,,76.0,38.0,,,,COMPILED_UNVERIFIED,4.166667,34.0
03-micro-gradient-scaling,GHZ_5,SABRE_O3,23.0,,,,,,,,0.187903,0.930632,0.035709,,,,,,,,,,1.200278,,,,,,,,1.529674,0.0688,4.0,0.9312,0.004961,"{'Hellinger_fidelity_std': 0.002389, 'TVD_std': 0.002393, 'JSD_std': 0.001261}",0.007838,16.0,75.0,4.0,27.0,"{'value': 0, 'status': 'VALID'}",1.0,4.0,6.0,5.0,1.033274,,11.0,0.0,,,,COMPILED_UNVERIFIED,1.0,4.0
03-micro-gradient-scaling,CrossEnt_4,SABRE_O3,32.0,,,,,,,,0.376774,0.736235,0.192533,,,,,,,,,,3.167398,,,,,,,,3.324142,0.44,8.0,,,"{'Hellinger_fidelity_std': 0.004305, 'TVD_std': 0.002309, 'JSD_std': 0.003015}",0.007369,26.0,76.0,8.0,40.0,"{'value': 0, 'status': 'VALID'}",8.0,5.0,7.0,13.0,2.980512,,18.0,3.0,,,,COMPILED_UNVERIFIED,1.6,7.0
03-micro-gradient-scaling,QAOA_4_MAXCUT,SABRE_O3,74.0,,,,,,,,0.195197,0.925248,0.039516,,,,,,,,,,3.025437,,,,,,,,3.413931,0.098179,15.0,,,"{'Hellinger_fidelity_std': 0.002738, 'TVD_std': 0.00456, 'JSD_std': 0.001475}",0.008848,45.0,77.0,15.0,89.0,"{'value': 0.8182, 'status': 'VALID'}",8.0,6.0,7.0,14.0,2.202904,,34.0,9.0,,,,COMPILED_UNVERIFIED,2.5,10.0
03-micro-gradient-scaling,GHZ_8,SABRE_O3,38.0,,,,,,,,0.215647,0.909156,0.04708,,,,,,,,,,1.269292,,,,,,,,1.785774,0.0904,7.0,0.9096,0.00562,"{'Hellinger_fidelity_std': 0.002819, 'TVD_std': 0.002831, 'JSD_std': 0.001508}",0.008614,25.0,78.0,7.0,45.0,"{'value': 0, 'status': 'VALID'}",1.0,7.0,9.0,8.0,1.074304,,17.0,0.0,,,,COMPILED_UNVERIFIED,1.0,7.0
03-micro-gradient-scaling,GHZ_4,TKET,1.0,,,,,,,,0.18855,0.930161,0.035884,,,,,,,,,,1.204293,,,,,,,,1.502207,0.0696,3.0,0.9304,0.004988,"{'Hellinger_fidelity_std': 0.002465, 'TVD_std': 0.002452, 'JSD_std': 0.001302}",0.466343,18.0,79.0,3.0,4.0,"{'value': 0, 'status': 'VALID'}",1.0,3.0,5.0,4.0,1.058593,,1.0,0.0,,,,COMPILED_UNVERIFIED,1.0,3.0
03-micro-gradient-scaling,CrossEnt_6,SABRE_O3,67.0,,,,,,,,0.083828,0.985995,0.010108,,,,,,,,,,5.922825,,,,,,,,5.959974,0.09445,18.0,,,"{'Hellinger_fidelity_std': 0.001222, 'TVD_std': 0.004326, 'JSD_std': 0.000882}",0.007991,42.0,80.0,18.0,85.0,"{'value': 0, 'status': 'VALID'}",12.0,9.0,9.0,21.0,5.429731,,28.0,9.0,,,,COMPILED_UNVERIFIED,2.0,14.0
03-micro-gradient-scaling,QFT_8_NONTRIVIAL,SABRE_O3,334.0,,,,,,,,0.28811,0.840875,0.115652,,,,,,,,,,7.135038,,,,,,,,7.519243,0.333062,95.0,,,"{'Hellinger_fidelity_std': 0.003948, 'TVD_std': 0.004595, 'JSD_std': 0.002815}",0.009195,194.0,81.0,95.0,429.0,"{'value': 0.4086, 'status': 'VALID'}",11.0,32.0,18.0,43.0,5.506353,,131.0,63.0,,,,COMPILED_UNVERIFIED,2.96875,63.0
03-micro-gradient-scaling,QFT_10_NONTRIVIAL,SABRE_O3,561.0,,,,,,,,0.157842,0.950793,0.035446,,,,,,,,,,9.741299,,,,,,,,9.860289,0.175767,150.0,,,"{'Hellinger_fidelity_std': 0.002892, 'TVD_std': 0.003709, 'JSD_std': 0.001867}",0.010451,280.0,82.0,150.0,711.0,"{'value': 0.3711, 'status': 'VALID'}",13.0,50.0,22.0,63.0,8.643856,,198.0,100.0,,,,COMPILED_UNVERIFIED,3.0,82.0
03-micro-gradient-scaling,QAOA_7_MAXCUT,PROMETHEUS,336.0,,,,,,,,0.15341,0.953484,0.033309,,,,,,,,,,6.16764,,,,,,,,6.567536,0.153929,68.0,,,"{'Hellinger_fidelity_std': 0.002067, 'TVD_std': 0.004378, 'JSD_std': 0.001476}",0.05887,189.0,83.0,68.0,404.0,"{'value': 0.7785, 'status': 'VALID'}",14.0,10.0,9.0,24.0,4.316169,,145.0,58.0,,,,COMPILED_UNVERIFIED,6.8,50.0
03-micro-gradient-scaling,CrossEnt_10,TKET,27.0,,,,,,,,0.203647,0.918775,0.057607,,,,,,,,,,9.611942,,,,,,,,9.777448,0.222305,28.0,,,"{'Hellinger_fidelity_std': 0.003352, 'TVD_std': 0.003654, 'JSD_std': 0.002082}",0.940673,99.0,84.0,38.0,55.0,"{'value': 0, 'status': 'VALID'}",20.0,17.0,13.0,37.0,8.243318,,7.0,11.0,,,,COMPILED_UNVERIFIED,2.235294,22.0
03-micro-gradient-scaling,QFT_5_NONTRIVIAL,PROMETHEUS,407.0,,,,,,,,0.055108,0.993935,0.004374,,,,,,,,,,4.967226,,,,,,,,4.982846,0.0633,59.0,,,"{'Hellinger_fidelity_std': 0.000815, 'TVD_std': 0.004706, 'JSD_std': 0.000587}",0.868896,269.0,85.0,59.0,466.0,"{'value': 0.1143, 'status': 'VALID'}",7.0,12.0,12.0,19.0,4.673003,,221.0,47.0,,,,COMPILED_UNVERIFIED,4.916667,52.0
03-micro-gradient-scaling,GHZ_10,SABRE_O3,48.0,,,,,,,,0.26795,0.86156,0.073121,,,,,,,,,,1.418186,,,,,,,,2.144524,0.1376,9.0,0.8624,0.006752,"{'Hellinger_fidelity_std': 0.003659, 'TVD_std': 0.003631, 'JSD_std': 0.002043}",0.00809,31.0,86.0,9.0,57.0,"{'value': 0, 'status': 'VALID'}",1.0,9.0,11.0,10.0,1.126266,,21.0,0.0,,,,COMPILED_UNVERIFIED,1.0,9.0
03-micro-gradient-scaling,QFT_4_NONTRIVIAL,PROMETHEUS,270.0,,,,,,,,0.052555,0.994484,0.003981,,,,,,,,,,3.9685,,,,,,,,3.984094,0.0636,39.0,,,"{'Hellinger_fidelity_std': 0.000792, 'TVD_std': 0.005006, 'JSD_std': 0.000572}",1.237589,191.0,87.0,39.0,309.0,"{'value': 0.1121, 'status': 'VALID'}",6.0,8.0,10.0,14.0,3.68966,,157.0,31.0,,,,COMPILED_UNVERIFIED,4.875,39.0
03-micro-gradient-scaling,CrossEnt_5,PROMETHEUS,122.0,,,,,,,,0.064357,0.991734,0.005966,,,,,,,,,,4.950297,,,,,,,,4.975721,0.0768,22.0,,,"{'Hellinger_fidelity_std': 0.000972, 'TVD_std': 0.004898, 'JSD_std': 0.000702}",1.586662,66.0,88.0,22.0,144.0,"{'value': 0, 'status': 'VALID'}",10.0,7.0,8.0,17.0,4.420434,,47.0,15.0,,,,COMPILED_UNVERIFIED,3.142857,20.0
03-micro-gradient-scaling,GHZ_3,PROMETHEUS,17.0,,,,,,,,0.109184,0.9763,0.011953,,,,,,,,,,1.068778,,,,,,,,1.190751,0.0237,2.0,0.9763,0.002981,"{'Hellinger_fidelity_std': 0.001579, 'TVD_std': 0.001574, 'JSD_std': 0.000804}",2.00209,14.0,89.0,2.0,19.0,"{'value': 0, 'status': 'VALID'}",1.0,2.0,4.0,3.0,1.034456,,11.0,0.0,,,,COMPILED_UNVERIFIED,1.0,2.0
03-micro-gradient-scaling,QFT_9_NONTRIVIAL,TKET,82.0,,,,,,,,0.155925,0.951966,0.03467,,,,,,,,,,8.738548,,,,,,,,8.861689,0.179578,109.0,,,"{'Hellinger_fidelity_std': 0.002429, 'TVD_std': 0.004204, 'JSD_std': 0.001715}",1.621112,423.0,90.0,183.0,191.0,"{'value': 0.3447, 'status': 'VALID'}",12.0,40.0,20.0,52.0,7.532825,,31.0,69.0,,,,COMPILED_UNVERIFIED,4.575,73.0
03-micro-gradient-scaling,GHZ_7,SABRE_O3,33.0,,,,,,,,0.204419,0.918172,0.042334,,,,,,,,,,1.238401,,,,,,,,1.704986,0.0811,6.0,0.9189,0.005351,"{'Hellinger_fidelity_std': 0.002659, 'TVD_std': 0.002643, 'JSD_std': 0.001419}",0.007421,22.0,91.0,6.0,39.0,"{'value': 0, 'status': 'VALID'}",1.0,6.0,8.0,7.0,1.043051,,15.0,0.0,,,,COMPILED_UNVERIFIED,1.0,6.0
03-micro-gradient-scaling,GHZ_5,PROMETHEUS,29.0,,,,,,,,0.167574,0.944626,0.028272,,,,,,,,,,1.162837,,,,,,,,1.463637,0.0553,4.0,0.9447,0.00448,"{'Hellinger_fidelity_std': 0.002389, 'TVD_std': 0.002382, 'JSD_std': 0.001246}",1.312081,22.0,92.0,4.0,33.0,"{'value': 0, 'status': 'VALID'}",1.0,4.0,6.0,5.0,1.056791,,17.0,0.0,,,,COMPILED_UNVERIFIED,1.0,4.0
03-micro-gradient-scaling,QFT_8_NONTRIVIAL,PROMETHEUS,1303.0,,,,,,,,0.118418,0.972151,0.020052,,,,,,,,,,7.857447,,,,,,,,7.922222,0.132069,278.0,,,"{'Hellinger_fidelity_std': 0.001707, 'TVD_std': 0.003952, 'JSD_std': 0.001219}",3.514293,893.0,93.0,278.0,1581.0,"{'value': 0.3271, 'status': 'VALID'}",11.0,32.0,18.0,43.0,7.137965,,666.0,246.0,,,,COMPILED_UNVERIFIED,8.6875,244.0
03-micro-gradient-scaling,QFT_6_NONTRIVIAL,TKET,37.0,,,,,,,,0.073321,0.989277,0.00774,,,,,,,,,,5.938995,,,,,,,,5.969057,0.087425,45.0,,,"{'Hellinger_fidelity_std': 0.001095, 'TVD_std': 0.004721, 'JSD_std': 0.000791}",0.937747,248.0,94.0,75.0,82.0,"{'value': 0.4627, 'status': 'VALID'}",9.0,18.0,14.0,27.0,5.435963,,19.0,27.0,,,,COMPILED_UNVERIFIED,4.166667,43.0
03-micro-gradient-scaling,QAOA_8_MAXCUT,PROMETHEUS,458.0,,,,,,,,0.194607,0.92569,0.053683,,,,,,,,,,7.403789,,,,,,,,7.735767,0.222965,111.0,,,"{'Hellinger_fidelity_std': 0.002665, 'TVD_std': 0.00473, 'JSD_std': 0.001936}",0.061955,312.0,95.0,111.0,569.0,"{'value': 0.6602, 'status': 'VALID'}",16.0,12.0,11.0,28.0,5.054093,,235.0,99.0,,,,COMPILED_UNVERIFIED,9.25,83.0
02-randomized-instance-robustness,CrossEnt_9_INST_5,PROMETHEUS,,,,,,,,,,0.745065,,,,,,,,,,,,,,,,,,,,0.407166,,,,,,986.0,0.0,,,,,72.0,,,,,,1092.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_1,SABRE_O3,,,,,,,,,,0.901119,,,,,,,,,,,,,,,,,,,,0.246969,,,,,,42.0,1.0,,,,,6.0,,,,,,15.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_6_INST_1,TKET,,,,,,,,,,0.905085,,,,,,,,,,,,,,,,,,,,0.224779,,,,,,229.0,2.0,,,,,30.0,,,,,,30.0,27.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_9_INST_5,SABRE_O3,,,,,,,,,,0.643855,,,,,,,,,,,,,,,,,,,,0.441354,,,,,,264.0,3.0,,,,,72.0,,,,,,121.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_9_INST_3,SABRE_O3,,,,,,,,,,0.926257,,,,,,,,,,,,,,,,,,,,0.189312,,,,,,74.0,4.0,,,,,11.0,,,,,,22.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_6_INST_4,TKET,,,,,,,,,,0.859088,,,,,,,,,,,,,,,,,,,,0.286812,,,,,,218.0,5.0,,,,,10.0,,,,,,17.0,7.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_2,TKET,,,,,,,,,,0.892353,,,,,,,,,,,,,,,,,,,,0.242357,,,,,,279.0,6.0,,,,,42.0,,,,,,44.0,38.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_7_INST_5,TKET,,,,,,,,,,0.95994,,,,,,,,,,,,,,,,,,,,0.142023,,,,,,123.0,7.0,,,,,7.0,,,,,,12.0,5.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_4,PROMETHEUS,,,,,,,,,,0.758416,,,,,,,,,,,,,,,,,,,,0.399346,,,,,,577.0,8.0,,,,,42.0,,,,,,420.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,QAOA_8_INST_4,PROMETHEUS,,,,,,,,,,0.914222,,,,,,,,,,,,,,,,,,,,0.213569,,,,,,245.0,9.0,,,,,13.0,,,,,,76.0,0.0,,,COMPILED_UNVERIFIED,,
02-randomized-instance-robustness,CrossEnt_7_INST_3,SABRE_O3,,,,,,,,,,0.546946,,,,,,,,,,,,,,,,,,,,0.559307,,,,,,190.0,10.0,,,,,42.0,,,,,,72.0,0.0,,,COMPILED_UNVERIFIED,,
