experiment,benchmark,compiler,1q_gates,Algorithm,Backend,Circuit_Depth,Compiler,Entropy_Delta,Execution_ID,HOP,Hellinger_distance,Hellinger_fidelity,JSD,Job_ID,KL_Divergence,PROM_2Q_Gates,PROM_Depth,PROM_Entropy,PROM_HOP,PROM_KL_Div,PROM_XEB,Qubits,Renyi2_entropy,SABRE_2Q_Gates,SABRE_Depth,SABRE_Entropy,SABRE_HOP,SABRE_KL_Div,SABRE_XEB,Shannon_Entropy,Shannon_entropy,TVD,abstract_2q_operations,algorithmic_success,algorithmic_success_margin_95,bootstrap_uncertainty,compile_time_sec,depth,execution_index,final_native_2q_operations,gate_count,heavy_output_probability,logical_1q_gates,logical_abstract_2q_gates,logical_depth,logical_gate_count,min_entropy,native_2q_operations,one_qubit_depth,routing_induced_2q_overhead,routing_induced_swaps,scheduled_duration_dt,semantic_fidelity,status,total_2q_expansion,two_qubit_depth
01-distributional-concentration,,,,QAOA,ibm_kingston,,,,,,,,,,,28.0,163.0,7.889281657530406,0.58043,0.0771155099654985,1.0942494800447649,8.0,,28.0,79.0,7.963959843691128,0.5664599999999999,0.0139769814459271,0.8810078938358551,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,QAOA,ibm_kingston,,,,,,,,,,,44.0,227.0,11.870860093396896,0.5656000000000001,0.1216653509720046,0.6693002486154891,12.0,,44.0,110.0,11.909964119338122,0.5741700000000001,0.0711478650414128,0.7477671666435777,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,QAOA,ibm_kingston,,,,,,,,,,,60.0,291.0,15.365763197045004,0.5611200000000001,5.483776989720399,0.6102929846998156,16.0,,60.0,139.0,15.414633951883143,0.5576800000000001,5.079778609026853,0.581152278924142,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,QFT,ibm_kingston,,,,,,,,,,,875.0,1282.0,6.604469445496292,0.42512,1.6369669619614002,0.1111111111111111,8.0,,91.0,183.0,7.955351337799003,0.48489,0.0452771331170309,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,QFT,ibm_kingston,,,,,,,,,,,2871.0,3369.0,10.966392688343502,0.43953,1.1923461357203669,-0.0384615384615384,12.0,,275.0,411.0,11.579314868358397,0.45461,0.4717856316862061,-0.0769230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,QFT,ibm_kingston,,,,,,,,,,,6624.0,6099.0,14.739079484182902,0.35836,9.58522287080048,0.0571428571428571,16.0,,486.0,503.0,15.163488761688402,0.35475,7.194702994449916,0.0285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,-0.0181727563536284,,,,,,d85lep80bvlc73d5oqtg,,,,10.926497783402027,,,,,,,,10.9083250270484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,0.2790223348533898,,,,,,d85lekntjchs73brfafg,,,,7.325043492519857,,,,,,,,7.604065827373247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,0.3629702987076015,,,,,,d85leg6gbeec73ap9omg,,,,10.480945240898505,,,,,,,,10.843915539606105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,1.2066070057686875,,,,,,d85le9ugbeec73ap9odg,,,,6.494442568719006,,,,,,,,7.701049574487694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,0.0262486929945122,,,,,,d85le500bvlc73d5oq30,,,,11.101705579189469,,,,,,,,11.12795427218398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,0.0501848851475914,,,,,,d85le0ftjchs73brf9kg,,,,7.85548512678036,,,,,,,,7.905670011927952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,0.4366493126896191,,,,,,d85lcavtjchs73brf7ig,,,,9.4973058676469,,,,,,,,9.933955180336518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,0.1758211620475958,,,,,,d85lc67tjchs73brf7a0,,,,6.070803972637828,,,,,,,,6.246625134685424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,-0.7012514311077345,,,,,,d85l7p7oha1c73bp030g,,,,3.535174283560948,,,,,,,,2.8339228524532136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,,,-0.9013007108430516,,,,,,d85l4gg0bvlc73d5oeqg,,,,2.763176865178035,,,,,,,,1.8618761543349835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,110.0,IBM_SABRE,,0.0,0.5052131566565753,,,,,3.874093481540996,,,,,,,,,,,,,,,15.971057959137385,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1025.0,PROMETHEUS_ESSP,,0.0,0.6195469743641607,,,,,1.4311100890904496,,,,,,,,,,,,,,,14.897871608392808,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,109.0,IBM_SABRE,,1.0,0.5057705701812126,,,,,3.792911337667846,,,,,,,,,,,,,,,15.967020572792396,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,959.0,PROMETHEUS_ESSP,,1.0,0.6318596842593307,,,,,1.337427652410789,,,,,,,,,,,,,,,14.759055875974068,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,104.0,IBM_SABRE,,2.0,0.5046126675966474,,,,,3.9625559377688497,,,,,,,,,,,,,,,15.97468037388442,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,965.0,PROMETHEUS_ESSP,,2.0,0.6236711018349742,,,,,1.3988320091462678,,,,,,,,,,,,,,,14.851719697348246,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,96.0,IBM_SABRE,,3.0,0.5058224988513812,,,,,3.8091470066942814,,,,,,,,,,,,,,,15.967866559004042,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1047.0,PROMETHEUS_ESSP,,3.0,0.6221639737131281,,,,,1.4105177323137637,,,,,,,,,,,,,,,14.868626301592316,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,111.0,IBM_SABRE,,4.0,0.5020529675625487,,,,,4.360594973675359,,,,,,,,,,,,,,,15.98566321512906,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1064.0,PROMETHEUS_ESSP,,4.0,0.628628197157306,,,,,1.3612516630415388,,,,,,,,,,,,,,,14.795785305661695,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,112.0,IBM_SABRE,,5.0,0.5035600538614329,,,,,4.148905914045,,,,,,,,,,,,,,,15.980769081086056,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1063.0,PROMETHEUS_ESSP,,5.0,0.6564183575987711,,,,,1.1714337260841776,,,,,,,,,,,,,,,14.473324650463288,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,95.0,IBM_SABRE,,6.0,0.5099028330139594,,,,,3.442191678355309,,,,,,,,,,,,,,,15.941732782073244,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,953.0,PROMETHEUS_ESSP,,6.0,0.6529998445243477,,,,,1.1931024139096489,,,,,,,,,,,,,,,14.513777195396504,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,105.0,IBM_SABRE,,7.0,0.5047871115569008,,,,,3.9341742467565175,,,,,,,,,,,,,,,15.973616387879591,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1088.0,PROMETHEUS_ESSP,,7.0,0.616947419886857,,,,,1.4519564910274554,,,,,,,,,,,,,,,14.926780341981791,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,98.0,IBM_SABRE,,8.0,0.5052836435030066,,,,,3.8360440037589,,,,,,,,,,,,,,,15.969165516689063,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1140.0,PROMETHEUS_ESSP,,8.0,0.6144893367749641,,,,,1.4720415155826096,,,,,,,,,,,,,,,14.95398440803716,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,97.0,IBM_SABRE,,9.0,0.5079919282815477,,,,,3.581483948201692,,,,,,,,,,,,,,,15.95362398289706,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1116.0,PROMETHEUS_ESSP,,9.0,0.6261424591906777,,,,,1.3799355375409257,,,,,,,,,,,,,,,14.82389594484992,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,108.0,IBM_SABRE,,10.0,0.503017821261919,,,,,4.230544509114611,,,,,,,,,,,,,,,15.982967562339022,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,973.0,PROMETHEUS_ESSP,,10.0,0.6737114398088234,,,,,1.0678575533494716,,,,,,,,,,,,,,,14.265454023435987,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,96.0,IBM_SABRE,,11.0,0.5092658419613344,,,,,3.46882978313376,,,,,,,,,,,,,,,15.94423269962386,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,992.0,PROMETHEUS_ESSP,,11.0,0.6328158434013967,,,,,1.3304761476765317,,,,,,,,,,,,,,,14.748148269619753,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,107.0,IBM_SABRE,,12.0,0.5024393205161408,,,,,4.331347812047265,,,,,,,,,,,,,,,15.985099841488314,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1084.0,PROMETHEUS_ESSP,,12.0,0.6521650578592239,,,,,1.198458692162883,,,,,,,,,,,,,,,14.523622855781294,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,108.0,IBM_SABRE,,13.0,0.5021566643899804,,,,,4.360963481238809,,,,,,,,,,,,,,,15.98559793940012,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1137.0,PROMETHEUS_ESSP,,13.0,0.6156312923579204,,,,,1.462664555373001,,,,,,,,,,,,,,,14.941362159131508,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,106.0,IBM_SABRE,,14.0,0.5029547612828313,,,,,4.295457331392404,,,,,,,,,,,,,,,15.98437028608819,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1041.0,PROMETHEUS_ESSP,,14.0,0.6363561394435718,,,,,1.305112480763297,,,,,,,,,,,,,,,14.707604869892316,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,104.0,IBM_SABRE,,15.0,0.5029689461742411,,,,,4.23908581480094,,,,,,,,,,,,,,,15.983122343349766,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1116.0,PROMETHEUS_ESSP,,15.0,0.6191129448305419,,,,,1.434563125750893,,,,,,,,,,,,,,,14.90270816106082,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,112.0,IBM_SABRE,,16.0,0.5032623275477266,,,,,4.1679874320051065,,,,,,,,,,,,,,,15.981387442137091,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1047.0,PROMETHEUS_ESSP,,16.0,0.6230111097743086,,,,,1.4039340162255964,,,,,,,,,,,,,,,14.85912908084188,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,114.0,IBM_SABRE,,17.0,0.5031978420602651,,,,,4.176101653977704,,,,,,,,,,,,,,,15.981572451066407,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1051.0,PROMETHEUS_ESSP,,17.0,0.6444631570570103,,,,,1.2491368198153956,,,,,,,,,,,,,,,14.613848423992524,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,98.0,IBM_SABRE,,18.0,0.5047888785988685,,,,,3.902700678765509,,,,,,,,,,,,,,,15.97224046595588,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1091.0,PROMETHEUS_ESSP,,18.0,0.612759080751612,,,,,1.4864047915319127,,,,,,,,,,,,,,,14.973056022300192,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,107.0,IBM_SABRE,,19.0,0.5057228854791924,,,,,3.802770377608069,,,,,,,,,,,,,,,15.967520030957129,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1085.0,PROMETHEUS_ESSP,,19.0,0.6396559529359453,,,,,1.2819854308136045,,,,,,,,,,,,,,,14.669595493661673,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,112.0,IBM_SABRE,,20.0,0.5035140276572718,,,,,4.145589203800097,,,,,,,,,,,,,,,15.98075335388712,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1105.0,PROMETHEUS_ESSP,,20.0,0.656608844656986,,,,,1.170238644559283,,,,,,,,,,,,,,,14.471064244113654,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,96.0,IBM_SABRE,,21.0,0.5039407961571505,,,,,4.067261261557019,,,,,,,,,,,,,,,15.978469100592394,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1096.0,PROMETHEUS_ESSP,,21.0,0.6124564287840695,,,,,1.4889367700190417,,,,,,,,,,,,,,,14.976385355270237,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,111.0,IBM_SABRE,,22.0,0.5036849737615867,,,,,4.138643497333615,,,,,,,,,,,,,,,15.98053910910452,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1022.0,PROMETHEUS_ESSP,,22.0,0.6524148173655455,,,,,1.1968534374245228,,,,,,,,,,,,,,,14.52067848649759,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,109.0,IBM_SABRE,,23.0,0.501873917056936,,,,,4.4602551147664,,,,,,,,,,,,,,,15.98730327795674,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1100.0,PROMETHEUS_ESSP,,23.0,0.6072528430237567,,,,,1.5334188550386565,,,,,,,,,,,,,,,15.033315169552472,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,101.0,IBM_SABRE,,24.0,0.5042203028678175,,,,,4.007578418959408,,,,,,,,,,,,,,,15.97646284133242,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1144.0,PROMETHEUS_ESSP,,24.0,0.5985894442518546,,,,,1.6117904899620557,,,,,,,,,,,,,,,15.126752749690914,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,97.0,IBM_SABRE,,25.0,0.5069486029963031,,,,,3.679571189196872,,,,,,,,,,,,,,,15.960421358476694,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1098.0,PROMETHEUS_ESSP,,25.0,0.6022700233123556,,,,,1.5777969756432189,,,,,,,,,,,,,,,15.08726570469421,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,96.0,IBM_SABRE,,26.0,0.5074472500940324,,,,,3.588708303249755,,,,,,,,,,,,,,,15.954217112370282,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1092.0,PROMETHEUS_ESSP,,26.0,0.6072427175129532,,,,,1.5335072140253752,,,,,,,,,,,,,,,15.033425366431702,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,101.0,IBM_SABRE,,27.0,0.5040029279507513,,,,,4.014731764575495,,,,,,,,,,,,,,,15.976660516590064,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1133.0,PROMETHEUS_ESSP,,27.0,0.6416290510343277,,,,,1.2683845955673074,,,,,,,,,,,,,,,14.64676775074724,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,110.0,IBM_SABRE,,28.0,0.5026860300532406,,,,,4.248771636942402,,,,,,,,,,,,,,,15.983339824575786,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1059.0,PROMETHEUS_ESSP,,28.0,0.6730060047343729,,,,,1.0718994685598244,,,,,,,,,,,,,,,14.27403765942811,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,110.0,IBM_SABRE,,29.0,0.501804725843197,,,,,4.464199594755499,,,,,,,,,,,,,,,15.987329897920446,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,991.0,PROMETHEUS_ESSP,,29.0,0.6248981178236406,,,,,1.3894093227464266,,,,,,,,,,,,,,,14.837920918444128,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,104.0,IBM_SABRE,,30.0,0.5026312201239798,,,,,4.263884436385975,,,,,,,,,,,,,,,15.983651370181423,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1145.0,PROMETHEUS_ESSP,,30.0,0.6413248015425237,,,,,1.2704709481731475,,,,,,,,,,,,,,,14.650292630899507,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,106.0,IBM_SABRE,,31.0,0.5061272991940027,,,,,3.781258105894042,,,,,,,,,,,,,,,15.966364567655594,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1084.0,PROMETHEUS_ESSP,,31.0,0.6010691281352576,,,,,1.5887708294275116,,,,,,,,,,,,,,,15.10018387637889,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,111.0,IBM_SABRE,,32.0,0.5040110201130963,,,,,4.034403781091299,,,,,,,,,,,,,,,15.977345801529202,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1146.0,PROMETHEUS_ESSP,,32.0,0.6152040394127691,,,,,1.4661634278443294,,,,,,,,,,,,,,,14.946087923375318,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,104.0,IBM_SABRE,,33.0,0.5042474381428899,,,,,3.980537811834669,,,,,,,,,,,,,,,15.97547799941748,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1137.0,PROMETHEUS_ESSP,,33.0,0.6294025089161361,,,,,1.3554958993643251,,,,,,,,,,,,,,,14.787003391904054,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,105.0,IBM_SABRE,,34.0,0.5040051420216547,,,,,4.057775504180123,,,,,,,,,,,,,,,15.978115294200608,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1080.0,PROMETHEUS_ESSP,,34.0,0.6105131730608935,,,,,1.5053359719972292,,,,,,,,,,,,,,,14.997714889319669,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,105.0,IBM_SABRE,,35.0,0.5030576467293388,,,,,4.213595997774563,,,,,,,,,,,,,,,15.982532780424858,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1137.0,PROMETHEUS_ESSP,,35.0,0.6170575326375342,,,,,1.4510653549343049,,,,,,,,,,,,,,,14.925558702382702,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,98.0,IBM_SABRE,,36.0,0.5040057599052391,,,,,4.025312156185456,,,,,,,,,,,,,,,15.97704722491555,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1075.0,PROMETHEUS_ESSP,,36.0,0.6605069926975906,,,,,1.1460604414596296,,,,,,,,,,,,,,,14.42466193847263,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,111.0,IBM_SABRE,,37.0,0.5016798712348829,,,,,4.546519490246752,,,,,,,,,,,,,,,15.988460389434907,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1118.0,PROMETHEUS_ESSP,,37.0,0.6264876258718861,,,,,1.377322036033635,,,,,,,,,,,,,,,14.819999998704583,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,107.0,IBM_SABRE,,38.0,0.5024279137179356,,,,,4.375090616157834,,,,,,,,,,,,,,,15.98587089648004,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1023.0,PROMETHEUS_ESSP,,38.0,0.6693917592636681,,,,,1.0928411448382256,,,,,,,,,,,,,,,14.3178779157846,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,96.0,IBM_SABRE,,39.0,0.5077882856991326,,,,,3.601623815474472,,,,,,,,,,,,,,,15.95515600289475,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1129.0,PROMETHEUS_ESSP,,39.0,0.61658808042491,,,,,1.4548696764725708,,,,,,,,,,,,,,,14.930765228832614,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,111.0,IBM_SABRE,,40.0,0.5025539950154225,,,,,4.351332314150502,,,,,,,,,,,,,,,15.985524184966833,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1096.0,PROMETHEUS_ESSP,,40.0,0.5979485942135598,,,,,1.6178207093069528,,,,,,,,,,,,,,,15.133595920417166,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,114.0,IBM_SABRE,,41.0,0.5027547335762488,,,,,4.202565316790426,,,,,,,,,,,,,,,15.982221963814798,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,962.0,PROMETHEUS_ESSP,,41.0,0.6870331300497353,,,,,0.9941580095358792,,,,,,,,,,,,,,,14.101732369524727,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,108.0,IBM_SABRE,,42.0,0.5025113877878274,,,,,4.357890808754736,,,,,,,,,,,,,,,15.985598844364144,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1133.0,PROMETHEUS_ESSP,,42.0,0.5958231974144808,,,,,1.6380661158418668,,,,,,,,,,,,,,,15.156222244780636,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,105.0,IBM_SABRE,,43.0,0.5027608720720237,,,,,4.331229506058357,,,,,,,,,,,,,,,15.985079684300878,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,956.0,PROMETHEUS_ESSP,,43.0,0.663550645046042,,,,,1.1275410930533123,,,,,,,,,,,,,,,14.388240114481931,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,95.0,IBM_SABRE,,44.0,0.5049475826647466,,,,,3.9170426340102455,,,,,,,,,,,,,,,15.97298971465492,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1035.0,PROMETHEUS_ESSP,,44.0,0.6469648160518238,,,,,1.232420569552938,,,,,,,,,,,,,,,14.584664114663312,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,105.0,IBM_SABRE,,45.0,0.506158992682003,,,,,3.764190443714749,,,,,,,,,,,,,,,15.96545814562655,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,976.0,PROMETHEUS_ESSP,,45.0,0.6259826286374408,,,,,1.381147838680748,,,,,,,,,,,,,,,14.825699156916304,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,103.0,IBM_SABRE,,46.0,0.5057464427539513,,,,,3.7902107074111178,,,,,,,,,,,,,,,15.966833119263386,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,957.0,PROMETHEUS_ESSP,,46.0,0.6229624372774971,,,,,1.4043112165327274,,,,,,,,,,,,,,,14.85967514704498,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,96.0,IBM_SABRE,,47.0,0.5070051858296031,,,,,3.686980552371372,,,,,,,,,,,,,,,15.960986280449928,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,997.0,PROMETHEUS_ESSP,,47.0,0.6193738767968099,,,,,1.4324859053207075,,,,,,,,,,,,,,,14.89980097116642,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,110.0,IBM_SABRE,,48.0,0.5037552166426728,,,,,4.054399577252123,,,,,,,,,,,,,,,15.978036105823042,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,964.0,PROMETHEUS_ESSP,,48.0,0.6343147240918723,,,,,1.3196664402945806,,,,,,,,,,,,,,,14.731013135691647,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,102.0,IBM_SABRE,,49.0,0.5032883590040448,,,,,4.170400159131055,,,,,,,,,,,,,,,15.981359543083908,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,995.0,PROMETHEUS_ESSP,,49.0,0.655838532336635,,,,,1.1750793781587014,,,,,,,,,,,,,,,14.480201038160974,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,97.0,IBM_SABRE,,50.0,0.5071928710875475,,,,,3.659423190112568,,,,,,,,,,,,,,,15.959207037453584,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1074.0,PROMETHEUS_ESSP,,50.0,0.6182253600703138,,,,,1.4416586901295287,,,,,,,,,,,,,,,14.91258656430909,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,111.0,IBM_SABRE,,51.0,0.5021928346084472,,,,,4.384470001233458,,,,,,,,,,,,,,,15.98609684203112,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,990.0,PROMETHEUS_ESSP,,51.0,0.6693749926722586,,,,,1.0929392172261851,,,,,,,,,,,,,,,14.31808075465055,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,96.0,IBM_SABRE,,52.0,0.506715433883809,,,,,3.6943498932273062,,,,,,,,,,,,,,,15.961429146421384,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1117.0,PROMETHEUS_ESSP,,52.0,0.6381795662403384,,,,,1.2922729923078788,,,,,,,,,,,,,,,14.686627532355322,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,103.0,IBM_SABRE,,53.0,0.5059374346057576,,,,,3.7966298747683824,,,,,,,,,,,,,,,15.967245135065944,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,952.0,PROMETHEUS_ESSP,,53.0,0.6395690406046366,,,,,1.2825883952005122,,,,,,,,,,,,,,,14.670599305156845,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,104.0,IBM_SABRE,,54.0,0.5056987348704877,,,,,3.78030246062581,,,,,,,,,,,,,,,15.96638473659001,,,,,,,,,,,,,,,,,,,,,,,,,,
01-distributional-concentration,,,,,,1136.0,PROMETHEUS_ESSP,,54.0,0.6589918763660814,,,,,1.155395547519919,,,,,,,,,,,,,,,14.442730193847812,,,,,,,,,,,,,,,,,,,,,,,,,,
